area,type,state,latitude,longitude,fold,population,householdsize,racepctblack,racePctWhite,racePctAsian,racePctHisp,agePct12t21,agePct12t29,agePct16t24,agePct65up,numbUrban,pctUrban,medIncome,pctWWage,pctWFarmSelf,pctWInvInc,pctWSocSec,pctWPubAsst,pctWRetire,medFamInc,perCapInc,whitePerCap,blackPerCap,indianPerCap,AsianPerCap,OtherPerCap,HispPerCap,NumUnderPov,PctPopUnderPov,PctLess9thGrade,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,PctEmplManu,PctEmplProfServ,PctOccupManu,PctOccupMgmtProf,MalePctDivorce,MalePctNevMarr,FemalePctDiv,TotalPctDiv,PersPerFam,PctFam2Par,PctKids2Par,PctYoungKids2Par,PctTeen2Par,PctWorkMomYoungKids,PctWorkMom,NumIlleg,PctIlleg,NumImmig,PctImmigRecent,PctImmigRec5,PctImmigRec8,PctImmigRec10,PctRecentImmig,PctRecImmig5,PctRecImmig8,PctRecImmig10,PctSpeakEnglOnly,PctNotSpeakEnglWell,PctLargHouseFam,PctLargHouseOccup,PersPerOccupHous,PersPerOwnOccHous,PersPerRentOccHous,PctPersOwnOccup,PctPersDenseHous,PctHousLess3BR,MedNumBR,HousVacant,PctHousOccup,PctHousOwnOcc,PctVacantBoarded,PctVacMore6Mos,MedYrHousBuilt,PctHousNoPhone,PctWOFullPlumb,OwnOccLowQuart,OwnOccMedVal,OwnOccHiQuart,RentLowQ,RentMedian,RentHighQ,MedRent,MedRentPctHousInc,MedOwnCostPctInc,MedOwnCostPctIncNoMtg,NumInShelters,NumStreet,PctForeignBorn,PctBornSameState,PctSameHouse85,PctSameCity85,PctSameState85,LemasSwornFT,LemasSwFTPerPop,LemasSwFTFieldOps,LemasSwFTFieldPerPop,LemasTotalReq,LemasTotReqPerPop,PolicReqPerOffic,PolicPerPop,RacialMatchCommPol,PctPolicWhite,PctPolicBlack,PctPolicHisp,PctPolicAsian,PctPolicMinor,OfficAssgnDrugUnits,NumKindsDrugsSeiz,PolicAveOTWorked,LandArea,PopDens,PctUsePubTrans,PolicCars,PolicOperBudg,LemasPctPolicOnPatr,LemasGangUnitDeploy,LemasPctOfficDrugUn,PolicBudgPerPop,violent_crime_rate
Williamsburg,city,Virginia,37.2708788,-76.7074042,2,0.0,0.79,0.3,0.72,0.18,0.02,1.0,1.0,1.0,0.36,0.02,1.0,0.23,0.5,0.26,0.66,0.47,0.27,0.6,0.34,0.23,0.25,0.22,0.11,0.11,0.05,0.47,0.01,0.51,0.24,0.26,0.7,0.28,0.18,0.05,1.0,0.14,0.66,0.21,1.0,0.21,0.22,0.19,0.35,0.36,0.71,0.21,0.44,0.63,0.01,0.53,0.0,0.76,0.66,0.62,0.58,0.26,0.2,0.17,0.14,0.89,0.03,0.13,0.08,0.18,0.2,0.24,0.17,0.07,0.69,0.0,0.02,0.48,0.2,0.05,0.62,0.65,0.27,0.26,0.25,0.28,0.39,0.38,0.37,0.41,0.37,0.6,0.39,0.28,0.0,0.0,0.14,0.32,0.07,0.0,0.15,,,,,,,,,,,,,,,,,,0.02,0.11,0.06,,,,,0.0,,0.09
Leesburg,town,Virginia,39.1154496,-77.5645446,9,0.01,0.39,0.24,0.78,0.08,0.04,0.31,0.57,0.31,0.21,0.0,0.0,0.47,0.82,0.26,0.47,0.19,0.16,0.25,0.45,0.43,0.45,0.26,0.44,0.23,0,0.42,0.01,0.15,0.26,0.28,0.46,0.06,0.84,0.19,0.33,0.18,0.54,0.56,0.38,0.61,0.61,0.43,0.66,0.68,0.79,0.67,0.67,0.63,0.01,0.24,0.01,0.52,0.55,0.54,0.6,0.19,0.18,0.16,0.16,0.89,0.11,0.17,0.15,0.4,0.43,0.4,0.45,0.07,0.47,0.5,0.03,0.62,0.45,0.02,0.38,0.88,0.16,0.07,0.41,0.4,0.4,0.62,0.61,0.63,0.62,0.5,0.81,0.6,0.0,0.0,0.15,0.43,0.18,0.27,0.22,0.02,0.83,0.98,0.65,0.02,0.41,0.16,0.83,0.78,0.92,0.06,0.03,0.12,0.08,0.03,0.43,0.27,0.03,0.12,0.04,0.11,0.03,0.07,1,0.52,0.76,0.06
Newport News,city,Virginia,36.9775016,-76.42977,9,0.26,0.44,0.65,0.43,0.14,0.05,0.41,0.6,0.38,0.29,0.27,1.0,0.26,0.67,0.1,0.35,0.33,0.37,0.53,0.26,0.26,0.33,0.21,0.2,0.2,0.31,0.34,0.21,0.37,0.23,0.35,0.29,0.36,0.59,0.46,0.36,0.37,0.4,0.55,0.42,0.63,0.61,0.46,0.5,0.51,0.56,0.46,0.46,0.47,0.17,0.52,0.05,0.31,0.37,0.44,0.47,0.09,0.09,0.1,0.1,0.89,0.05,0.18,0.18,0.45,0.47,0.46,0.37,0.16,0.52,0.5,0.31,0.67,0.38,0.29,0.41,0.63,0.43,0.18,0.19,0.18,0.16,0.28,0.3,0.33,0.31,0.48,0.54,0.4,0.06,0.09,0.12,0.44,0.37,0.35,0.29,0.04,0.13,0.95,0.16,0.06,0.13,0.3,0.13,0.56,0.73,0.41,0.02,0.07,0.3,0.08,0.57,0.14,0.2,0.21,0.16,0.2,0.04,0.76,1,0.82,0.1,0.35
Fredericksburg,city,Virginia,38.3031837,-77.4605399,2,0.01,0.39,0.42,0.64,0.06,0.04,0.72,0.81,0.76,0.43,0.03,1.0,0.25,0.56,0.16,0.41,0.51,0.26,0.44,0.29,0.3,0.34,0.24,0.17,0.16,0.22,0.35,0.02,0.32,0.39,0.45,0.42,0.16,0.49,0.13,0.5,0.34,0.44,0.67,0.67,0.54,0.62,0.34,0.38,0.4,0.53,0.39,0.6,0.67,0.02,0.54,0.0,0.67,0.59,0.61,0.67,0.14,0.1,0.1,0.1,0.94,0.07,0.21,0.15,0.25,0.32,0.28,0.21,0.12,0.71,0.0,0.03,0.7,0.21,0.26,0.26,0.52,0.52,0.24,0.22,0.24,0.29,0.4,0.41,0.42,0.42,0.54,0.41,0.32,0.01,0.14,0.08,0.58,0.36,0.17,0.5,,,,,,,,,,,,,,,,,,0.03,0.15,0.12,,,,,0.0,,0.18
Petersburg,city,Virginia,37.227928,-77.4019268,10,0.05,0.42,1.0,0.0,0.04,0.02,0.36,0.49,0.34,0.49,0.06,1.0,0.16,0.45,0.18,0.19,0.6,0.6,0.76,0.2,0.18,0.33,0.23,0.12,0.29,0.21,0.29,0.07,0.54,0.6,0.67,0.2,0.55,0.33,0.34,0.58,0.61,0.23,0.79,0.66,0.73,0.79,0.47,0.06,0.03,0.1,0.24,0.58,0.66,0.09,1.0,0.0,0.29,0.36,0.3,0.31,0.04,0.04,0.03,0.03,0.94,0.04,0.34,0.28,0.38,0.39,0.41,0.38,0.2,0.58,0.0,0.08,0.63,0.39,0.83,0.59,0.48,0.85,0.36,0.08,0.08,0.08,0.1,0.17,0.2,0.21,0.57,0.46,0.36,0.01,0.02,0.05,0.77,0.57,0.65,0.74,,,,,,,,,,,,,,,,,,0.06,0.14,0.2,,,,,0.0,,0.55
Virginia Beach,city,Virginia,36.8529841,-75.9774183,9,0.62,0.57,0.27,0.71,0.26,0.06,0.45,0.64,0.4,0.16,0.62,0.99,0.41,0.83,0.17,0.46,0.2,0.13,0.51,0.37,0.35,0.37,0.28,0.21,0.25,0.33,0.39,0.2,0.14,0.1,0.19,0.41,0.2,0.76,0.16,0.41,0.23,0.48,0.44,0.42,0.5,0.48,0.55,0.76,0.75,0.79,0.69,0.51,0.53,0.13,0.19,0.14,0.29,0.35,0.42,0.44,0.11,0.11,0.12,0.12,0.88,0.05,0.24,0.24,0.58,0.59,0.55,0.55,0.11,0.34,0.5,0.61,0.69,0.55,0.05,0.34,0.81,0.15,0.18,0.23,0.21,0.24,0.49,0.44,0.46,0.48,0.53,0.68,0.29,0.17,0.0,0.15,0.31,0.27,0.29,0.16,0.12,0.12,0.87,0.15,0.43,0.37,0.99,0.12,0.81,0.82,0.2,0.04,0.22,0.19,0.17,0.57,0.28,0.72,0.13,0.04,0.4,0.12,0.8,1,0.81,0.1,0.12
Christiansburg,town,Virginia,37.1298517,-80.4089389,9,0.01,0.36,0.1,0.92,0.02,0.01,0.39,0.48,0.31,0.37,0.0,0.0,0.24,0.56,0.18,0.39,0.46,0.33,0.4,0.26,0.24,0.22,0.28,0.0,0.37,0.33,0.55,0.01,0.28,0.56,0.55,0.26,0.21,0.6,0.59,0.48,0.55,0.39,0.51,0.28,0.59,0.58,0.35,0.62,0.64,0.8,0.43,0.66,0.74,0.0,0.09,0.0,0.0,0.3,0.25,0.36,0.0,0.01,0.01,0.01,0.99,0.01,0.07,0.08,0.38,0.4,0.36,0.62,0.05,0.4,0.5,0.01,0.86,0.61,0.03,0.51,0.71,0.28,0.06,0.12,0.12,0.11,0.15,0.19,0.22,0.19,0.3,0.35,0.21,0.0,0.0,0.01,0.76,0.53,0.69,0.75,,,,,,,,,,,,,,,,,,0.04,0.09,0.01,,,,,0.0,,0.05
Suffolk,city,Virginia,36.7282096,-76.5835703,9,0.07,0.53,0.87,0.31,0.02,0.01,0.4,0.44,0.26,0.42,0.06,0.75,0.24,0.5,0.66,0.3,0.52,0.51,0.58,0.26,0.23,0.34,0.18,0.24,0.78,0.22,0.52,0.08,0.45,0.61,0.63,0.18,0.45,0.42,0.5,0.38,0.57,0.32,0.51,0.37,0.46,0.5,0.55,0.48,0.42,0.52,0.44,0.54,0.57,0.08,0.67,0.0,0.25,0.29,0.46,0.47,0.01,0.01,0.02,0.02,0.96,0.02,0.34,0.34,0.56,0.53,0.58,0.6,0.16,0.35,0.5,0.08,0.7,0.62,0.75,0.6,0.58,0.63,1.0,0.12,0.13,0.15,0.09,0.16,0.21,0.23,0.63,0.53,0.58,0.0,0.02,0.02,0.78,0.67,0.7,0.81,,,,,,,,,,,,,,,,,,1.0,0.01,0.09,,,,,0.0,,0.38
Colonial Heights,city,Virginia,37.2555718,-77.4112016,9,0.01,0.37,0.02,0.95,0.13,0.02,0.39,0.4,0.28,0.52,0.03,1.0,0.38,0.52,0.21,0.57,0.55,0.13,0.84,0.4,0.36,0.35,0.24,0.0,0.36,0.21,0.33,0.01,0.14,0.3,0.37,0.26,0.2,0.53,0.36,0.33,0.32,0.41,0.43,0.27,0.49,0.49,0.35,0.68,0.69,0.86,0.6,0.72,0.67,0.0,0.05,0.0,0.18,0.16,0.29,0.28,0.05,0.04,0.07,0.06,0.9,0.03,0.06,0.08,0.4,0.39,0.39,0.68,0.04,0.32,0.5,0.01,0.89,0.68,0.03,0.31,0.5,0.17,0.1,0.14,0.13,0.14,0.31,0.3,0.3,0.33,0.31,0.23,0.37,0.01,0.0,0.12,0.61,0.66,0.56,0.67,,,,,,,,,,,,,,,,,,0.02,0.18,0.02,,,,,0.0,,0.1
Vienna,town,Virginia,38.9013729,-77.2651762,7,0.01,0.52,0.08,0.77,0.57,0.09,0.3,0.39,0.24,0.33,0.02,1.0,0.82,0.76,0.27,0.83,0.27,0.05,0.74,0.75,0.64,0.67,0.45,0.4,0.3,0.5,0.56,0.0,0.07,0.15,0.15,0.74,0.09,0.74,0.07,0.48,0.09,0.8,0.35,0.43,0.34,0.35,0.47,0.83,0.81,0.9,0.76,0.49,0.69,0.0,0.11,0.02,0.75,0.68,0.7,0.7,0.82,0.65,0.61,0.56,0.65,0.3,0.25,0.26,0.56,0.5,0.72,0.76,0.14,0.11,0.5,0.01,0.91,0.79,0.14,0.35,0.48,0.02,0.0,0.59,0.55,0.53,0.85,0.77,1.0,0.91,0.53,0.51,0.25,0.0,0.0,0.46,0.17,0.61,0.49,0.36,,,,,,,,,,,,,,,,,,0.01,0.28,0.5,,,,,0.0,,0.04
Yakima,city,Washington,46.601557,-120.510842,4,0.07,0.38,0.05,0.74,0.08,0.3,0.4,0.47,0.32,0.52,0.09,1.0,0.17,0.35,0.37,0.42,0.6,0.56,0.49,0.2,0.22,0.25,0.21,0.13,0.13,0.15,0.17,0.1,0.53,0.48,0.5,0.25,0.67,0.32,0.28,0.5,0.46,0.38,0.65,0.41,0.69,0.7,0.47,0.45,0.48,0.39,0.59,0.41,0.46,0.04,0.3,0.03,0.5,0.6,0.61,0.63,0.31,0.33,0.3,0.28,0.74,0.31,0.35,0.29,0.38,0.38,0.42,0.41,0.31,0.63,0.0,0.07,0.77,0.42,0.41,0.33,0.4,0.45,0.63,0.09,0.09,0.1,0.18,0.2,0.21,0.19,0.52,0.22,0.32,0.08,0.02,0.26,0.53,0.41,0.71,0.68,,,,,,,,,,,,,,,,,,0.04,0.31,0.08,,,,,0.0,,0.5
Renton,city,Washington,47.4799078,-122.2034496,6,0.05,0.25,0.13,0.75,0.48,0.05,0.3,0.55,0.31,0.33,0.07,1.0,0.34,0.69,0.12,0.51,0.33,0.27,0.41,0.37,0.38,0.39,0.31,0.13,0.32,0.31,0.43,0.03,0.17,0.12,0.23,0.34,0.25,0.67,0.74,0.13,0.32,0.45,0.75,0.49,0.74,0.77,0.35,0.51,0.57,0.64,0.52,0.46,0.5,0.01,0.19,0.02,0.3,0.31,0.44,0.48,0.17,0.15,0.19,0.19,0.84,0.07,0.15,0.12,0.27,0.38,0.23,0.4,0.17,0.66,0.0,0.05,0.8,0.36,0.1,0.27,0.67,0.19,0.07,0.24,0.24,0.25,0.39,0.39,0.43,0.37,0.38,0.37,0.25,0.05,0.01,0.23,0.48,0.4,0.66,0.58,,,,,,,,,,,,,,,,,,0.04,0.21,0.28,,,,,0.0,,0.25
Kent,city,Washington,47.3826903,-122.2270272,10,0.04,0.28,0.07,0.84,0.27,0.07,0.37,0.67,0.42,0.18,0.06,1.0,0.34,0.78,0.04,0.44,0.2,0.26,0.35,0.35,0.37,0.37,0.32,0.2,0.34,0.47,0.52,0.03,0.22,0.12,0.21,0.33,0.23,0.77,0.7,0.17,0.42,0.39,0.85,0.53,0.84,0.87,0.37,0.45,0.51,0.56,0.5,0.45,0.54,0.02,0.24,0.01,0.27,0.28,0.34,0.43,0.09,0.09,0.09,0.11,0.9,0.07,0.17,0.13,0.31,0.4,0.31,0.2,0.21,0.77,0.0,0.06,0.72,0.19,0.06,0.04,0.81,0.19,0.22,0.24,0.24,0.24,0.43,0.41,0.45,0.4,0.32,0.37,0.24,0.0,0.16,0.14,0.42,0.2,0.44,0.33,,,,,,,,,,,,,,,,,,0.05,0.17,0.26,,,,,0.0,,0.22
Walla Walla,city,Washington,46.2055155,-118.5174284,8,0.03,0.45,0.04,0.82,0.08,0.19,0.49,0.51,0.41,0.53,0.0,0.0,0.16,0.38,1.0,0.47,0.59,0.47,0.54,0.22,0.21,0.22,0.15,0.11,0.2,0.15,0.17,0.04,0.51,0.3,0.35,0.25,0.61,0.26,0.23,0.61,0.38,0.38,0.62,0.57,0.57,0.61,0.42,0.52,0.56,0.53,0.54,0.43,0.45,0.01,0.18,0.01,0.44,0.56,0.59,0.63,0.2,0.22,0.21,0.21,0.81,0.2,0.28,0.23,0.33,0.35,0.35,0.47,0.19,0.61,0.0,0.04,0.73,0.47,0.3,0.57,0.25,0.36,0.26,0.08,0.07,0.08,0.14,0.17,0.19,0.15,0.45,0.22,0.22,0.04,0.03,0.19,0.49,0.4,0.49,0.5,,,,,,,,,,,,,,,,,,0.03,0.21,0.07,,,,,0.0,,0.37
Tacoma,city,Washington,47.2495798,-122.439874,8,0.27,0.37,0.22,0.67,0.42,0.07,0.39,0.5,0.33,0.42,0.28,1.0,0.23,0.43,0.15,0.41,0.47,0.55,0.61,0.26,0.24,0.27,0.23,0.12,0.16,0.24,0.28,0.26,0.44,0.23,0.35,0.24,0.46,0.4,0.35,0.45,0.45,0.34,0.76,0.48,0.77,0.8,0.46,0.42,0.44,0.5,0.42,0.38,0.41,0.12,0.31,0.09,0.27,0.34,0.48,0.51,0.15,0.16,0.21,0.2,0.83,0.15,0.32,0.26,0.37,0.41,0.36,0.42,0.23,0.59,0.0,0.28,0.73,0.42,0.62,0.37,0.33,0.27,0.28,0.13,0.12,0.12,0.25,0.28,0.31,0.27,0.59,0.44,0.43,0.23,0.04,0.23,0.47,0.45,0.63,0.58,0.04,0.1,0.95,0.13,0.09,0.19,0.54,0.1,0.66,0.87,0.04,0,0.8,0.11,0.04,0.93,0.32,0.14,0.31,0.22,0.25,0.09,0.84,1,0.45,0.21,0.76
Tukwila,city,Washington,47.4627356,-122.2559156,1,0.0,0.16,0.12,0.74,0.45,0.07,0.26,0.59,0.35,0.27,0.02,1.0,0.31,0.72,0.11,0.45,0.25,0.29,0.39,0.29,0.37,0.38,0.33,0.16,0.3,0.22,0.35,0.01,0.24,0.14,0.24,0.3,0.27,0.73,0.57,0.15,0.42,0.36,1.0,0.63,0.91,1.0,0.29,0.43,0.47,0.6,0.39,0.46,0.53,0.0,0.24,0.01,0.52,0.62,0.64,0.63,0.25,0.27,0.25,0.23,0.84,0.1,0.16,0.1,0.17,0.29,0.17,0.26,0.2,0.82,0.0,0.02,0.79,0.24,0.02,0.25,0.65,0.16,0.0,0.21,0.2,0.21,0.42,0.38,0.4,0.37,0.29,0.32,0.18,0.0,0.0,0.21,0.5,0.34,0.6,0.52,,,,,,,,,,,,,,,,,,0.02,0.12,0.45,,,,,0.0,,0.67
Bothell,city,Washington,47.7598697,-122.2068288,6,0.0,0.36,0.02,0.92,0.21,0.03,0.35,0.41,0.25,0.4,0.02,1.0,0.42,0.63,0.2,0.62,0.47,0.1,0.52,0.48,0.43,0.42,0.5,0.26,0.31,0.51,0.6,0.0,0.08,0.08,0.15,0.43,0.15,0.67,0.41,0.39,0.27,0.54,0.53,0.34,0.6,0.59,0.4,0.71,0.77,0.93,0.6,0.28,0.56,0.0,0.08,0.01,0.12,0.14,0.19,0.25,0.05,0.05,0.07,0.08,0.9,0.03,0.17,0.16,0.39,0.48,0.24,0.64,0.09,0.53,0.5,0.01,0.84,0.59,0.07,0.15,0.81,0.06,0.0,0.39,0.39,0.39,0.46,0.47,0.54,0.47,0.4,0.49,0.11,0.0,0.0,0.19,0.49,0.39,0.52,0.62,,,,,,,,,,,,,,,,,,0.01,0.19,0.38,,,,,0.0,,0.09
Everett,city,Washington,47.9673056,-122.201399,3,0.1,0.33,0.03,0.88,0.24,0.05,0.34,0.52,0.32,0.4,0.11,1.0,0.28,0.53,0.21,0.42,0.44,0.52,0.5,0.29,0.3,0.3,0.23,0.12,0.2,0.3,0.37,0.07,0.31,0.2,0.32,0.21,0.39,0.48,0.69,0.25,0.48,0.3,0.88,0.45,0.83,0.89,0.38,0.42,0.47,0.49,0.44,0.27,0.3,0.04,0.3,0.03,0.23,0.32,0.45,0.51,0.1,0.13,0.16,0.17,0.87,0.11,0.2,0.17,0.33,0.37,0.36,0.31,0.22,0.69,0.0,0.11,0.73,0.32,0.19,0.24,0.52,0.27,0.2,0.22,0.21,0.24,0.35,0.36,0.39,0.36,0.45,0.46,0.43,0.13,0.02,0.19,0.53,0.34,0.56,0.55,0.02,0.18,0.97,0.22,0.06,0.29,0.54,0.18,0.92,0.9,0.07,0.09,0,0.11,0.04,0.64,0.43,0.09,0.2,0.2,0.15,0.04,0.8,0.5,0.83,0.25,0.22
Port Angeles,city,Washington,48.118146,-123.430741,1,0.01,0.31,0.01,0.93,0.09,0.03,0.36,0.36,0.22,0.6,0.0,0.0,0.22,0.29,0.04,0.54,0.65,0.4,0.69,0.25,0.27,0.24,0.16,0.48,0.17,0.23,0.26,0.02,0.36,0.2,0.34,0.22,0.48,0.31,0.34,0.42,0.42,0.34,0.66,0.3,0.67,0.7,0.33,0.5,0.54,0.58,0.46,0.49,0.49,0.01,0.14,0.0,0.21,0.32,0.27,0.25,0.06,0.08,0.06,0.05,0.95,0.03,0.17,0.14,0.31,0.33,0.32,0.52,0.1,0.52,0.5,0.02,0.77,0.52,0.18,0.26,0.38,0.23,0.33,0.14,0.13,0.14,0.19,0.23,0.24,0.22,0.53,0.27,0.28,0.02,0.0,0.12,0.52,0.48,0.6,0.55,,,,,,,,,,,,,,,,,,0.03,0.15,0.14,,,,,0.0,,0.1
Anacortes,city,Washington,48.5020123,-122.623735,7,0.0,0.33,0.01,0.94,0.08,0.04,0.26,0.27,0.13,0.73,0.0,0.0,0.29,0.2,0.18,0.6,0.75,0.32,0.9,0.31,0.32,0.31,0.06,0.18,0.11,0.28,0.34,0.01,0.3,0.22,0.31,0.23,0.52,0.19,0.43,0.3,0.41,0.31,0.56,0.16,0.5,0.54,0.31,0.65,0.67,0.55,0.49,0.49,0.38,0.0,0.08,0.0,0.0,0.19,0.26,0.29,0.0,0.05,0.06,0.06,0.95,0.06,0.15,0.15,0.34,0.34,0.38,0.61,0.12,0.46,0.5,0.02,0.75,0.62,0.4,0.31,0.54,0.2,0.2,0.17,0.18,0.22,0.21,0.27,0.33,0.29,0.51,0.35,0.24,0.01,0.0,0.12,0.42,0.47,0.54,0.5,,,,,,,,,,,,,,,,,,0.03,0.09,0.04,,,,,0.0,,0.03
Lacey,city,Washington,47.0263876,-122.8072257,5,0.01,0.36,0.06,0.83,0.37,0.06,0.44,0.48,0.33,0.48,0.03,1.0,0.29,0.46,0.13,0.54,0.5,0.27,0.81,0.31,0.28,0.28,0.34,0.2,0.18,0.38,0.35,0.01,0.2,0.11,0.18,0.38,0.38,0.45,0.13,0.41,0.24,0.46,0.54,0.31,0.61,0.61,0.4,0.62,0.67,0.7,0.67,0.55,0.59,0.01,0.16,0.01,0.37,0.41,0.5,0.47,0.16,0.16,0.18,0.15,0.86,0.08,0.19,0.17,0.37,0.45,0.32,0.41,0.14,0.55,0.0,0.02,0.84,0.39,0.11,0.13,0.73,0.11,0.14,0.16,0.14,0.13,0.35,0.34,0.4,0.35,0.47,0.42,0.31,0.0,0.0,0.18,0.38,0.33,0.39,0.43,,,,,,,,,,,,,,,,,,0.03,0.16,0.13,,,,,0.0,,0.12
Mount Vernon,city,Washington,48.4200462,-122.32642,8,0.01,0.39,0.01,0.85,0.08,0.2,0.42,0.49,0.32,0.43,0.0,0.0,0.25,0.48,0.1,0.45,0.48,0.45,0.44,0.29,0.29,0.29,0.29,0.19,0.21,0.23,0.27,0.02,0.34,0.22,0.3,0.27,0.36,0.47,0.34,0.37,0.38,0.35,0.65,0.38,0.72,0.72,0.47,0.54,0.59,0.47,0.71,0.64,0.56,0.01,0.22,0.01,0.25,0.32,0.36,0.46,0.12,0.14,0.14,0.16,0.83,0.16,0.26,0.22,0.4,0.46,0.35,0.5,0.22,0.55,0.0,0.01,0.87,0.47,0.16,0.27,0.69,0.39,0.26,0.16,0.16,0.15,0.28,0.29,0.31,0.29,0.52,0.28,0.19,0.03,0.0,0.2,0.56,0.38,0.52,0.56,,,,,,,,,,,,,,,,,,0.02,0.17,0.02,,,,,0.0,,0.09
Moses Lake,city,Washington,47.1301417,-119.278077,7,0.0,0.41,0.04,0.74,0.11,0.34,0.44,0.44,0.27,0.48,0.0,0.0,0.19,0.42,0.6,0.37,0.49,0.5,0.5,0.22,0.2,0.21,0.17,0.32,0.14,0.2,0.25,0.01,0.4,0.45,0.45,0.22,0.4,0.4,0.43,0.39,0.48,0.37,0.58,0.3,0.53,0.57,0.49,0.64,0.67,0.72,0.61,0.52,0.59,0.0,0.15,0.0,0.65,0.52,0.55,0.48,0.28,0.2,0.19,0.15,0.72,0.19,0.31,0.27,0.43,0.48,0.36,0.58,0.22,0.52,0.5,0.02,0.73,0.55,0.17,0.48,0.5,0.4,0.18,0.09,0.08,0.09,0.15,0.18,0.2,0.14,0.48,0.13,0.19,0.0,0.0,0.18,0.47,0.42,0.61,0.64,,,,,,,,,,,,,,,,,,0.02,0.1,0.01,,,,,0.0,,0.47
Bellingham,city,Washington,48.7544012,-122.478836,6,0.07,0.34,0.02,0.91,0.17,0.04,0.63,0.71,0.68,0.43,0.08,1.0,0.22,0.5,0.19,0.58,0.45,0.29,0.49,0.29,0.29,0.28,0.16,0.21,0.29,0.18,0.31,0.07,0.44,0.17,0.24,0.45,0.27,0.49,0.26,0.53,0.34,0.42,0.53,0.69,0.55,0.56,0.31,0.52,0.57,0.63,0.53,0.44,0.55,0.02,0.19,0.02,0.37,0.39,0.39,0.44,0.18,0.17,0.16,0.16,0.9,0.09,0.14,0.11,0.27,0.35,0.25,0.42,0.13,0.65,0.0,0.05,0.85,0.39,0.18,0.31,0.48,0.16,0.19,0.18,0.19,0.22,0.28,0.3,0.34,0.29,0.65,0.34,0.25,0.08,0.03,0.21,0.51,0.29,0.4,0.61,,,,,,,,,,,,,,,,,,0.06,0.2,0.18,,,,,0.0,,0.14
Longview,city,Washington,46.1377048,-122.934462,7,0.03,0.33,0.01,0.92,0.13,0.04,0.39,0.41,0.26,0.5,0.05,1.0,0.23,0.37,0.18,0.48,0.54,0.58,0.57,0.27,0.27,0.26,0.13,0.14,0.27,0.14,0.16,0.04,0.42,0.25,0.37,0.19,0.48,0.36,0.66,0.37,0.61,0.31,0.73,0.28,0.66,0.72,0.37,0.51,0.53,0.4,0.64,0.24,0.32,0.01,0.19,0.01,0.11,0.22,0.34,0.38,0.03,0.05,0.07,0.07,0.92,0.04,0.16,0.14,0.34,0.38,0.32,0.49,0.15,0.57,0.0,0.03,0.85,0.48,0.38,0.34,0.4,0.29,0.3,0.11,0.1,0.1,0.21,0.23,0.24,0.2,0.49,0.03,0.11,0.07,0.0,0.1,0.48,0.51,0.68,0.63,,,,,,,,,,,,,,,,,,0.03,0.22,0.02,,,,,0.0,,0.14
Olympia,city,Washington,47.0451022,-122.8950075,5,0.04,0.23,0.02,0.88,0.29,0.05,0.36,0.45,0.3,0.46,0.05,1.0,0.27,0.5,0.44,0.61,0.46,0.32,0.63,0.34,0.35,0.35,0.34,0.16,0.26,0.4,0.39,0.04,0.34,0.11,0.17,0.54,0.42,0.5,0.15,0.46,0.22,0.64,0.74,0.42,0.77,0.79,0.32,0.51,0.57,0.58,0.4,0.6,0.73,0.01,0.22,0.01,0.24,0.29,0.38,0.45,0.1,0.11,0.13,0.14,0.89,0.07,0.13,0.1,0.24,0.35,0.2,0.45,0.11,0.62,0.0,0.05,0.76,0.41,0.14,0.18,0.65,0.17,0.47,0.16,0.15,0.16,0.3,0.32,0.34,0.33,0.56,0.38,0.24,0.02,0.02,0.18,0.44,0.3,0.45,0.55,,,,,,,,,,,,,,,,,,0.04,0.17,0.18,,,,,0.0,,0.13
Puyallup,city,Washington,47.1849009,-122.29214,7,0.02,0.45,0.01,0.92,0.17,0.04,0.4,0.45,0.26,0.38,0.04,1.0,0.35,0.57,0.21,0.52,0.46,0.33,0.51,0.37,0.29,0.28,0.28,0.14,0.24,0.32,0.24,0.01,0.17,0.21,0.27,0.27,0.33,0.49,0.53,0.38,0.43,0.38,0.59,0.3,0.59,0.61,0.49,0.67,0.71,0.78,0.62,0.4,0.47,0.0,0.09,0.01,0.2,0.25,0.23,0.28,0.06,0.07,0.05,0.06,0.91,0.05,0.19,0.18,0.45,0.57,0.31,0.57,0.12,0.5,0.5,0.02,0.83,0.51,0.14,0.22,0.67,0.16,0.15,0.18,0.18,0.19,0.34,0.33,0.35,0.34,0.46,0.46,0.29,0.0,0.0,0.12,0.5,0.39,0.61,0.61,,,,,,,,,,,,,,,,,,0.03,0.19,0.1,,,,,0.0,,0.12
